COMPANY ID,  MAIN TYPE  ,SUB TYPE, SHORT NAME ,DATE,PRICE HIGH,PRICE LOW,CLOSE PRICE,OPEN PRICE,TRADE VOLUME,SHARE VOLUME,TURNOVER
JKH,N,0,JKH,13-Mar-23,142,140.5,141.5,142,58,"1,184,618","168,045,371.00"
JKH,N,0,JKH,14-Mar-23,141.75,140,141,140.25,117,"590,240","82,745,826.25"
JKH,N,0,JKH,15-Mar-23,144.5,140,144,142,197,"1,149,503","165,030,399.25"
JKH,N,0,JKH,16-Mar-23,145,143.5,144.5,143.5,171,"862,697","124,875,790.50"
JKH,N,0,JKH,17-Mar-23,144.75,144,144,144.5,67,"282,976","40,910,245.25"
JKH,N,0,JKH,20-Mar-23,145.5,144.25,145,144.25,109,"874,216","126,700,499.25"
JKH,N,0,JKH,21-Mar-23,146,143.5,144,146,85,"49,166","7,098,278.75"
JKH,N,0,JKH,22-Mar-23,145.25,144,144.75,144.75,114,"176,727","25,605,925.25"
JKH,N,0,JKH,23-Mar-23,145,143,144,144.75,85,"198,086","28,601,032.00"
JKH,N,0,JKH,24-Mar-23,144.25,143,144,143.25,76,"160,017","23,025,080.50"
JKH,N,0,JKH,27-Mar-23,144.75,142,142.5,144.75,81,"125,252","17,957,648.75"
JKH,N,0,JKH,28-Mar-23,142,139,140,142,74,"235,430","32,970,410.00"
JKH,N,0,JKH,29-Mar-23,142.75,140.5,141,142.75,53,"65,861","9,287,505.25"
JKH,N,0,JKH,30-Mar-23,142.5,139,140,141,69,"211,131","29,634,572.50"
JKH,N,0,JKH,31-Mar-23,141,139.75,140,140,65,"1,793,862","251,140,389.25"
JKH,N,0,JKH,03-Apr-23,140,138.75,139,139,80,"53,977","7,504,546.75"
JKH,N,0,JKH,04-Apr-23,140,138.75,139.5,140,77,"307,201","42,748,478.00"
JKH,N,0,JKH,06-Apr-23,140,138.25,138.75,140,73,"101,915","14,131,296.75"
JKH,N,0,JKH,10-Apr-23,140.25,137.75,138,140.25,170,"389,349","53,731,338.75"
JKH,N,0,JKH,11-Apr-23,139,137.5,138.75,138,127,"675,923","93,028,482.75"
JKH,N,0,JKH,12-Apr-23,139,137.25,137.5,138.75,145,"269,651","37,083,440.25"
JKH,N,0,JKH,17-Apr-23,139.5,135,135.25,139.5,418,"1,390,076","188,022,451.25"
JKH,N,0,JKH,18-Apr-23,139,134.75,135,139,200,"1,019,606","137,690,739.50"
JKH,N,0,JKH,19-Apr-23,138.5,135,137,135,42,"7,627","1,044,564.50"
JKH,N,0,JKH,20-Apr-23,138.5,136.25,137,137,141,"775,900","106,318,187.25"
JKH,N,0,JKH,21-Apr-23,138.5,137,138.5,137,81,"314,791","43,268,092.25"
JKH,N,0,JKH,24-Apr-23,139.25,137.5,139,137.5,99,"809,832","112,545,084.25"
JKH,N,0,JKH,25-Apr-23,139,138,138.5,138,59,"108,904","15,122,033.00"
JKH,N,0,JKH,26-Apr-23,139,138,138.25,138,38,"66,110","9,174,312.50"
JKH,N,0,JKH,27-Apr-23,138.25,136.25,138.25,138,113,"203,100","27,918,144.00"
JKH,N,0,JKH,28-Apr-23,138.5,137.5,138,138,118,"413,380","57,059,894.00"
JKH,N,0,JKH,02-May-23,138.5,135,135.5,138,116,"200,326","27,545,395.00"
JKH,N,0,JKH,03-May-23,136,135,135.75,135.5,158,"944,100","127,810,179.00"
JKH,N,0,JKH,04-May-23,137.5,136.25,136.75,137.5,15,841,"115,465.00"
JKH,N,0,JKH,08-May-23,138.75,136.75,138,136.75,49,"48,042","6,595,481.75"
JKH,N,0,JKH,09-May-23,139,137.5,138.75,138.5,44,"66,142","9,168,161.00"
JKH,N,0,JKH,10-May-23,138.5,137,137.75,138,38,"33,990","4,683,399.00"
JKH,N,0,JKH,11-May-23,139,137,138.5,137.25,77,"97,770","13,518,091.75"
JKH,N,0,JKH,12-May-23,138.75,138,138.5,138,64,"59,074","8,184,940.50"
JKH,N,0,JKH,15-May-23,139.75,138,139.5,138,64,"85,324","11,864,080.25"
JKH,N,0,JKH,16-May-23,140.5,139,139.5,139.75,169,"1,572,247","219,693,103.75"
JKH,N,0,JKH,17-May-23,139.5,138.25,138.5,139.5,40,"118,193","16,396,275.75"
JKH,N,0,JKH,18-May-23,138.5,135.25,136.75,138.5,175,"1,096,192","148,348,670.25"
JKH,N,0,JKH,19-May-23,137,135.25,135.75,137,50,"87,358","11,838,186.25"
JKH,N,0,JKH,22-May-23,136.75,135.5,136.5,135.5,52,"50,730","6,885,818.50"
JKH,N,0,JKH,23-May-23,138,135.75,136.25,136.75,32,"13,339","1,819,127.75"
JKH,N,0,JKH,24-May-23,138,136.5,138,138,31,"17,151","2,360,251.75"
JKH,N,0,JKH,25-May-23,139.75,136,138.75,138,105,"3,759,387","525,452,959.75"
JKH,N,0,JKH,26-May-23,140,136.25,136.5,140,34,"72,683","10,082,079.50"
JKH,N,0,JKH,29-May-23,138,136,136,136.25,37,"67,797","9,255,857.75"
JKH,N,0,JKH,30-May-23,137,135,135.75,137,116,"576,558","78,147,715.25"
JKH,N,0,JKH,31-May-23,139,135.75,136,139,32,"265,969","36,147,275.25"
JKH,N,0,JKH,01-Jun-23,139,136,138,136,38,"3,934,856","542,780,559.75"
JKH,N,0,JKH,02-Jun-23,139,138,138.5,139,57,"1,336,158","184,517,834.50"
JKH,N,0,JKH,05-Jun-23,140,138,140,138.5,89,"1,944,200","272,114,287.75"
JKH,N,0,JKH,06-Jun-23,140,139.5,139.75,140,70,"686,577","96,032,264.00"
JKH,N,0,JKH,07-Jun-23,139.5,138.75,138.75,139.25,25,"102,023","14,158,383.25"
JKH,N,0,JKH,08-Jun-23,140,138,139.75,138.5,64,"447,460","62,410,647.75"
JKH,N,0,JKH,09-Jun-23,140.5,139.5,140,139.75,176,"6,967,953","975,515,699.00"
JKH,N,0,JKH,12-Jun-23,141,140,140.25,140.25,104,"640,636","89,738,240.25"
JKH,N,0,JKH,13-Jun-23,141.5,140.25,141.25,141.5,65,"348,681","49,289,590.75"
JKH,N,0,JKH,14-Jun-23,142,141,141.75,141.5,133,"1,534,749","217,340,314.00"
JKH,N,0,JKH,15-Jun-23,141.75,140.5,140.5,141.75,57,"444,842","62,811,001.75"
JKH,N,0,JKH,16-Jun-23,142,140.75,141.25,140.75,110,"2,580,039","366,279,264.00"
JKH,N,0,JKH,19-Jun-23,141.75,140.75,141.25,141,42,"84,812","11,972,120.25"
JKH,N,0,JKH,20-Jun-23,143,141,142.25,141.5,70,"46,120","6,535,552.25"
JKH,N,0,JKH,21-Jun-23,143.75,142.5,143,142.5,183,"2,641,560","377,896,762.50"
JKH,N,0,JKH,22-Jun-23,144.75,141,143.25,143.5,77,"53,763","7,688,796.75"
JKH,N,0,JKH,23-Jun-23,145.5,143,145.25,143.75,119,"624,195","90,129,484.00"
JKH,N,0,JKH,26-Jun-23,150.5,146,149.5,146,332,"1,186,730","175,159,969.00"
JKH,N,0,JKH,27-Jun-23,150.75,148.75,150,150,268,"2,049,045","307,178,097.75"
JKH,N,0,JKH,28-Jun-23,150.25,149.75,150,150,257,"3,555,027","533,197,844.25"
JKH,N,0,JKH,04-Jul-23,159,150,155.5,151,391,"5,276,301","812,938,584.00"
JKH,N,0,JKH,05-Jul-23,161,155.5,159,160,397,"3,133,666","500,990,704.25"
JKH,N,0,JKH,06-Jul-23,158.5,155,155.5,158.5,174,"754,112","117,293,412.75"
JKH,N,0,JKH,07-Jul-23,156,154,155,155.75,183,"666,720","103,309,856.50"
JKH,N,0,JKH,10-Jul-23,157.5,155.5,157.25,156,122,"508,613","79,213,076.00"
JKH,N,0,JKH,11-Jul-23,159,157,158.5,157,170,"175,437","27,782,326.25"
JKH,N,0,JKH,12-Jul-23,159,157,158,157,148,"1,639,848","260,567,882.00"
JKH,N,0,JKH,13-Jul-23,159.5,158,158.25,158.75,168,"614,696","97,691,389.50"
JKH,N,0,JKH,14-Jul-23,158,156,156.75,158,168,"210,802","33,085,493.75"
JKH,N,0,JKH,17-Jul-23,159,157.5,158,157.5,107,"139,145","22,076,525.00"
JKH,N,0,JKH,18-Jul-23,159,157.25,157.5,158.5,115,"170,025","26,898,197.00"
JKH,N,0,JKH,19-Jul-23,158.5,157.25,157.5,158,144,"364,353","57,482,237.25"
JKH,N,0,JKH,20-Jul-23,159,157.5,159,157.5,189,"771,934","122,547,347.75"
JKH,N,0,JKH,21-Jul-23,159,157.75,158.5,159,116,"1,279,889","203,368,275.00"
JKH,N,0,JKH,24-Jul-23,158.25,156.5,157.75,158,135,"552,313","86,860,964.75"
JKH,N,0,JKH,25-Jul-23,159,157,159,157.25,211,"2,287,704","363,277,117.50"
JKH,N,0,JKH,26-Jul-23,159.25,155,158.75,155,255,"770,142","122,166,202.25"
JKH,N,0,JKH,27-Jul-23,168,159,167,159,747,"2,880,927","471,206,502.00"
JKH,N,0,JKH,28-Jul-23,169.5,166.5,167,168.5,274,"2,131,549","359,034,375.75"
JKH,N,0,JKH,31-Jul-23,169,166.75,167.75,169,541,"1,337,302","223,778,222.00"
JKH,N,0,JKH,02-Aug-23,171,168,170,169,460,"4,073,433","692,790,269.75"
JKH,N,0,JKH,03-Aug-23,175.75,170,175,170,518,"2,557,213","440,957,357.00"
JKH,N,0,JKH,04-Aug-23,185,175,184.25,175,927,"7,078,870","1,285,165,147.00"
JKH,N,0,JKH,07-Aug-23,199,185,195.75,185,"1,301","2,257,299","440,242,088.25"
JKH,N,0,JKH,08-Aug-23,200,193,199.5,196,"1,190","2,181,094","428,358,047.50"
JKH,N,0,JKH,09-Aug-23,199,195,196,199,406,"1,062,451","207,646,572.75"
JKH,N,0,JKH,10-Aug-23,198,194,194,197,225,"390,341","75,952,399.75"
JKH,N,0,JKH,11-Aug-23,194,190.25,191,194,339,"1,402,932","268,083,415.50"
JKH,N,0,JKH,14-Aug-23,190.5,179.5,180.5,190.5,"1,167","7,014,390","1,265,693,955.25"
JKH,N,0,JKH,15-Aug-23,187,180,183.75,180,335,"305,355","56,359,274.00"
JKH,N,0,JKH,16-Aug-23,194.5,183,191.5,183,631,"2,871,028","542,937,905.25"
JKH,N,0,JKH,17-Aug-23,196,191.5,192,193,346,"1,810,845","349,875,477.25"
JKH,N,0,JKH,18-Aug-23,191.75,188,189.75,191.5,156,"223,378","42,345,407.00"
JKH,N,0,JKH,21-Aug-23,193,190,192.5,190,254,"1,045,338","201,071,437.75"
JKH,N,0,JKH,22-Aug-23,192,186,190.75,192,168,"1,404,497","266,327,276.25"
JKH,N,0,JKH,23-Aug-23,190,188,189.75,189.75,102,"299,444","56,818,886.50"
JKH,N,0,JKH,24-Aug-23,190,187.5,188.75,189.75,108,"247,655","46,778,445.75"
JKH,N,0,JKH,25-Aug-23,189,182,182.5,189,353,"1,685,412","309,204,536.75"
JKH,N,0,JKH,28-Aug-23,183,180.5,181.25,183,155,"2,030,907","368,173,027.50"
JKH,N,0,JKH,29-Aug-23,181.25,179.5,180,181,242,"768,687","138,429,561.75"
JKH,N,0,JKH,31-Aug-23,180,178,178.75,180,199,"475,746","84,999,744.00"
JKH,N,0,JKH,01-Sep-23,180,177.25,178.75,179.75,120,"171,127","30,548,041.75"
JKH,N,0,JKH,04-Sep-23,187.5,180.5,187,181,271,"5,986,718","1,086,181,350.75"
JKH,N,0,JKH,05-Sep-23,191.75,187,191,187,313,"2,040,470","389,430,103.00"
JKH,N,0,JKH,06-Sep-23,191.75,187.75,188.5,190.75,280,"64,101","12,134,011.50"
JKH,N,0,JKH,07-Sep-23,189.75,185,185.5,189.75,273,"1,665,410","308,854,812.25"
JKH,N,0,JKH,08-Sep-23,188,186,187.5,186,70,"84,900","15,857,132.25"
JKH,N,0,JKH,11-Sep-23,190.25,187.5,189.75,187.5,113,"341,906","64,908,559.00"
JKH,N,0,JKH,12-Sep-23,189.75,187.25,189,188,84,"116,398","21,964,623.25"
JKH,N,0,JKH,13-Sep-23,190,188.25,188.5,189.5,157,"861,000","162,638,576.50"
JKH,N,0,JKH,14-Sep-23,191.5,188,190,188,190,"773,201","146,862,170.00"
JKH,N,0,JKH,15-Sep-23,191.25,190,190,190.5,99,"131,539","25,038,433.00"
JKH,N,0,JKH,18-Sep-23,191,189,189.25,191,78,"96,035","18,181,162.50"
JKH,N,0,JKH,19-Sep-23,190,186.5,187,189.75,147,"182,811","34,374,994.75"
JKH,N,0,JKH,20-Sep-23,187,185,186,187,168,"148,157","27,573,895.00"
JKH,N,0,JKH,21-Sep-23,188.5,185.5,188,187,145,"970,900","180,788,164.50"
JKH,N,0,JKH,22-Sep-23,190.25,188,190,189,215,"431,479","81,959,114.00"
JKH,N,0,JKH,25-Sep-23,191.25,189.5,191,189.5,191,"734,118","139,644,329.25"
JKH,N,0,JKH,26-Sep-23,192.75,190,192.5,190.25,251,"1,552,935","298,026,986.25"
JKH,N,0,JKH,27-Sep-23,194.5,192.5,192.75,192.5,300,"1,126,392","217,659,161.75"
JKH,N,0,JKH,02-Oct-23,192.25,189.75,190.5,192.25,205,"863,265","164,058,538.50"
JKH,N,0,JKH,03-Oct-23,192,190,191,191,196,"1,487,107","284,017,762.25"
JKH,N,0,JKH,04-Oct-23,191,186.25,190,191,162,"888,465","168,185,135.50"
JKH,N,0,JKH,05-Oct-23,191.5,190,190.5,191,112,"604,689","115,272,485.00"
JKH,N,0,JKH,06-Oct-23,191,190,190.5,191,93,"486,280","92,698,109.25"
JKH,N,0,JKH,09-Oct-23,190,187,188.25,190,165,"677,380","127,782,233.25"
JKH,N,0,JKH,10-Oct-23,190,188,189.75,188,87,"306,167","58,024,204.75"
JKH,N,0,JKH,11-Oct-23,190,188.5,188.5,188.5,105,"373,891","70,491,925.75"
JKH,N,0,JKH,12-Oct-23,191.25,188,191,188.75,194,"1,260,224","240,020,295.25"
JKH,N,0,JKH,13-Oct-23,193.75,191.25,193,191.5,203,"885,563","170,369,120.50"
JKH,N,0,JKH,16-Oct-23,194.25,192.5,193,193.25,225,"1,682,249","324,804,197.50"
JKH,N,0,JKH,17-Oct-23,193,190,190,193,168,"1,586,316","305,039,933.75"
JKH,N,0,JKH,18-Oct-23,190.75,189.5,190.25,190,84,"338,457","64,318,578.75"
JKH,N,0,JKH,19-Oct-23,192.5,189.25,191,189.25,103,"448,214","85,552,248.75"
JKH,N,0,JKH,20-Oct-23,193,190.75,191.25,193,79,"508,289","97,169,279.50"
JKH,N,0,JKH,23-Oct-23,192,191,191.25,191.25,90,"402,964","77,027,700.50"
JKH,N,0,JKH,24-Oct-23,192.5,191.25,192,191.25,157,"1,032,264","198,071,133.00"
JKH,N,0,JKH,25-Oct-23,194,192,192.75,192,292,"1,017,039","196,316,172.00"
JKH,N,0,JKH,26-Oct-23,192.5,191,191.5,192.5,264,"952,723","182,567,770.25"
JKH,N,0,JKH,27-Oct-23,193,191.5,192.5,191.5,239,"600,740","115,665,180.00"
JKH,N,0,JKH,30-Oct-23,192.5,191.75,192.5,192.5,84,"247,388","47,578,454.50"
JKH,N,0,JKH,31-Oct-23,192.5,192,192.25,192,118,"827,150","159,031,070.50"
JKH,N,0,JKH,01-Nov-23,192.5,192,192.25,192,142,"457,568","87,963,651.50"
JKH,N,0,JKH,02-Nov-23,192.75,192,192.5,192.25,271,"914,511","175,943,329.50"
JKH,N,0,JKH,03-Nov-23,193,192.5,192.75,192.75,139,"812,058","156,505,390.50"
JKH,N,0,JKH,06-Nov-23,192.75,,192.5,,185,"2,076,677","398,757,845.75"
JKH,N,0,JKH,07-Nov-23,195,192.5,194.25,192.75,258,"3,953,307","764,063,235.75"
JKH,N,0,JKH,08-Nov-23,198,194.5,195.75,195,326,"3,599,027","703,701,013.00"
JKH,N,0,JKH,09-Nov-23,197.75,196,197.25,196,272,"2,207,261","434,699,372.50"
JKH,N,0,JKH,10-Nov-23,198,196.75,197,198,163,"934,960","184,412,807.50"
JKH,N,0,JKH,13-Nov-23,197,194,194.75,197,116,"160,581","31,304,083.50"
JKH,N,0,JKH,14-Nov-23,194.5,192,192.5,194.5,140,"779,384","150,095,803.00"
JKH,N,0,JKH,15-Nov-23,193,191,192,192.75,67,"93,389","17,923,006.50"
JKH,N,0,JKH,16-Nov-23,191.25,189.25,189.75,191.25,135,"316,012","60,095,184.00"
JKH,N,0,JKH,17-Nov-23,191,189.5,189.5,191,59,"82,739","15,714,706.25"
JKH,N,0,JKH,20-Nov-23,192.25,189,189.75,190,93,"100,498","19,063,002.50"
JKH,N,0,JKH,21-Nov-23,190.25,188.5,190,189,75,"166,182","31,564,644.25"
JKH,N,0,JKH,22-Nov-23,189.75,187,187.75,189,105,"498,183","93,654,865.00"
JKH,N,0,JKH,23-Nov-23,190,187,187.5,190,57,"20,264","3,817,994.75"
JKH,N,0,JKH,24-Nov-23,189,186.5,188,189,54,"117,351","22,003,493.75"
JKH,N,0,JKH,27-Nov-23,188,,186,,70,"10,012","1,845,245.00"
JKH,N,0,JKH,28-Nov-23,189,186,187.25,188,144,"223,260","41,970,070.00"
JKH,N,0,JKH,29-Nov-23,187.75,186.25,186.5,187.75,85,"401,948","75,017,775.50"
JKH,N,0,JKH,30-Nov-23,192.5,,191.75,,190,"4,190,356","800,853,181.00"
JKH,N,0,JKH,01-Dec-23,193,191.5,192.25,191.5,108,"231,530","44,527,167.50"
JKH,N,0,JKH,04-Dec-23,193,190,191.75,190.25,60,"100,703","19,373,356.50"
JKH,N,0,JKH,05-Dec-23,193.25,192,193,192,166,"575,528","110,998,062.25"
JKH,N,0,JKH,06-Dec-23,193.25,192,192.25,193.25,99,"725,937","140,094,606.25"
JKH,N,0,JKH,07-Dec-23,193,191,191.5,193,57,"115,510","22,194,224.75"
JKH,N,0,JKH,08-Dec-23,193,189.25,190,193,171,"232,116","44,243,206.00"
JKH,N,0,JKH,11-Dec-23,192,190,192,190,102,"182,335","34,974,620.50"
JKH,N,0,JKH,12-Dec-23,192.75,192,192,192,118,"283,024","54,451,977.25"
JKH,N,0,JKH,13-Dec-23,192.75,192.25,192.75,192.75,70,"223,132","42,989,512.25"
JKH,N,0,JKH,14-Dec-23,193,191.25,192.75,192.75,77,"170,069","32,774,312.75"
JKH,N,0,JKH,15-Dec-23,193,191,191.5,193,47,"79,852","15,309,758.75"
JKH,N,0,JKH,18-Dec-23,192.75,189.75,190.5,190.5,124,"155,403","29,623,691.25"
JKH,N,0,JKH,19-Dec-23,192.75,189,189.5,192.75,128,"157,012","29,826,185.00"
JKH,N,0,JKH,20-Dec-23,190.75,187.5,188.5,189,59,"78,390","14,790,536.50"
JKH,N,0,JKH,21-Dec-23,190.5,188.5,190.25,190,62,"146,567","27,812,351.00"
JKH,N,0,JKH,22-Dec-23,190.75,189,189,190,86,"144,524","27,495,948.25"
JKH,N,0,JKH,27-Dec-23,191.75,187.5,191.5,188.75,71,"130,901","24,963,791.75"
JKH,N,0,JKH,28-Dec-23,192,190,191.5,190,57,"56,412","10,818,521.75"
JKH,N,0,JKH,29-Dec-23,192,190,191,192,106,"454,168","86,748,156.50"
