COMPANY ID,  MAIN TYPE  ,SUB TYPE, SHORT NAME ,DATE,PRICE HIGH,PRICE LOW,CLOSE PRICE,OPEN PRICE,TRADE VOLUME,SHARE VOLUME,TURNOVER
JKH,N,0,JKH,06-Feb-23,146,144.75,145.5,145,224,"3,111,385","453,199,861.00"
JKH,N,0,JKH,07-Feb-23,146,144.75,145.5,145.25,197,"5,250,481","764,861,868.25"
JKH,N,0,JKH,08-Feb-23,145,143.5,144,145,116,"1,318,780","189,912,085.75"
JKH,N,0,JKH,09-Feb-23,144.5,143.25,144.5,144,170,"2,135,766","308,242,569.25"
JKH,N,0,JKH,10-Feb-23,144,143.25,143.75,143.5,127,"1,412,120","202,885,951.25"
JKH,N,0,JKH,13-Feb-23,143.75,139,141,143.75,79,"47,412","6,683,420.50"
JKH,N,0,JKH,14-Feb-23,141.5,140,140,141,151,"2,280,653","321,446,470.25"
JKH,N,0,JKH,15-Feb-23,140.75,139.25,140,140,123,"755,998","105,838,059.00"
JKH,N,0,JKH,16-Feb-23,140.75,139.5,140,140.75,110,"1,535,652","215,051,093.25"
JKH,N,0,JKH,17-Feb-23,140,139,139.5,140,80,"305,715","42,672,169.25"
JKH,N,0,JKH,20-Feb-23,140,137.75,138,140,207,"734,362","101,822,209.25"
JKH,N,0,JKH,21-Feb-23,138.5,137.5,137.5,138,266,"4,753,040","653,674,688.50"
JKH,N,0,JKH,22-Feb-23,139,137,137.5,138,150,"2,243,119","308,463,895.25"
JKH,N,0,JKH,23-Feb-23,139.75,138,138.75,138,98,"528,157","73,334,458.00"
JKH,N,0,JKH,24-Feb-23,142,137.5,138.5,139.75,140,"550,088","76,339,354.75"
JKH,N,0,JKH,27-Feb-23,138,135.25,135.75,138,213,"327,900","44,819,723.00"
JKH,N,0,JKH,28-Feb-23,136,134.5,135,135.5,309,"1,362,413","184,003,175.75"
JKH,N,0,JKH,01-Mar-23,138,135,137,135,97,"437,659","59,842,868.50"
JKH,N,0,JKH,02-Mar-23,138.5,136,137.25,138,80,"138,791","19,023,752.50"
JKH,N,0,JKH,03-Mar-23,139.75,136.25,139,138,61,"679,374","94,370,509.50"
JKH,N,0,JKH,07-Mar-23,140.25,139,140,140,187,"1,382,487","192,761,494.50"
JKH,N,0,JKH,08-Mar-23,141,140,140.25,140.25,224,"1,218,278","170,860,566.25"
JKH,N,0,JKH,09-Mar-23,143,140.75,142.5,141.25,234,"831,867","117,844,691.25"
JKH,N,0,JKH,10-Mar-23,143,141.25,142,143,218,"1,748,207","248,484,012.25"
